PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Hash
816,0,1,male,,0,0,112058,0.0,B102,S,fd6c5e91
817,0,3,female,23.0,0,0,STON/O2. 3101290,7.925,,S,cbadcb1b
818,0,2,male,31.0,1,1,S.C./PARIS 2079,37.0042,,C,1f4fa94a
819,0,3,male,43.0,0,0,C 7075,6.45,,S,47bc2974
820,0,3,male,10.0,3,2,347088,27.9,,S,c4573bc7
821,1,1,female,52.0,1,1,12749,93.5,B69,S,3a8d246e
822,1,3,male,27.0,0,0,315098,8.6625,,S,8a95c9e7
823,0,1,male,38.0,0,0,19972,0.0,,S,9f5f178a
824,1,3,female,27.0,0,1,392096,12.475,E121,S,9c959eab
825,0,3,male,2.0,4,1,3101295,39.6875,,S,db03e593
826,0,3,male,,0,0,368323,6.95,,Q,f25e8706
827,0,3,male,,0,0,1601,56.4958,,S,6cf0386d
828,1,2,male,1.0,0,2,S.C./PARIS 2079,37.0042,,C,993c2c31
829,1,3,male,,0,0,367228,7.75,,Q,4752cf1e
830,1,1,female,62.0,0,0,113572,80.0,B28,,da6f8cf4
831,1,3,female,15.0,1,0,2659,14.4542,,C,a6b5ee2d
832,1,2,male,0.83,1,1,29106,18.75,,S,66dadc95
833,0,3,male,,0,0,2671,7.2292,,C,8cbaa742
834,0,3,male,23.0,0,0,347468,7.8542,,S,a45bc130
835,0,3,male,18.0,0,0,2223,8.3,,S,8769c464
836,1,1,female,39.0,1,1,PC 17756,83.1583,E49,C,adccff39
837,0,3,male,21.0,0,0,315097,8.6625,,S,dfd6fda1
838,0,3,male,,0,0,392092,8.05,,S,4a8f3696
839,1,3,male,32.0,0,0,1601,56.4958,,S,c0263a09
840,1,1,male,,0,0,11774,29.7,C47,C,88089b11
841,0,3,male,20.0,0,0,SOTON/O2 3101287,7.925,,S,241f73ab
842,0,2,male,16.0,0,0,S.O./P.P. 3,10.5,,S,84058bc1
843,1,1,female,30.0,0,0,113798,31.0,,C,694e4d99
844,0,3,male,34.5,0,0,2683,6.4375,,C,dd19aa49
845,0,3,male,17.0,0,0,315090,8.6625,,S,5580d111
846,0,3,male,42.0,0,0,C.A. 5547,7.55,,S,c9107f58
847,0,3,male,,8,2,CA. 2343,69.55,,S,c990204f
848,0,3,male,35.0,0,0,349213,7.8958,,C,c5ce1e50
849,0,2,male,28.0,0,1,248727,33.0,,S,a441d989
850,1,1,female,,1,0,17453,89.1042,C92,C,3561e23b
851,0,3,male,4.0,4,2,347082,31.275,,S,3ae95d79
852,0,3,male,74.0,0,0,347060,7.775,,S,ff67d7e5
853,0,3,female,9.0,1,1,2678,15.2458,,C,217c01a2
854,1,1,female,16.0,0,1,PC 17592,39.4,D28,S,d0f57e4e
855,0,2,female,44.0,1,0,244252,26.0,,S,dd4e89c5
856,1,3,female,18.0,0,1,392091,9.35,,S,4c724f68
857,1,1,female,45.0,1,1,36928,164.8667,,S,c071cdf8
858,1,1,male,51.0,0,0,113055,26.55,E17,S,d071de3a
859,1,3,female,24.0,0,3,2666,19.2583,,C,355c9a1a
860,0,3,male,,0,0,2629,7.2292,,C,37957a45
861,0,3,male,41.0,2,0,350026,14.1083,,S,2baa1846
862,0,2,male,21.0,1,0,28134,11.5,,S,2d2c9371
863,1,1,female,48.0,0,0,17466,25.9292,D17,S,2b8ce320
864,0,3,female,,8,2,CA. 2343,69.55,,S,20335214
865,0,2,male,24.0,0,0,233866,13.0,,S,1e7bb740
866,1,2,female,42.0,0,0,236852,13.0,,S,da02d723
867,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,,C,d7d26880
868,0,1,male,31.0,0,0,PC 17590,50.4958,A24,S,9137f33b
869,0,3,male,,0,0,345777,9.5,,S,524975bb
870,1,3,male,4.0,1,1,347742,11.1333,,S,499eb7ba
871,0,3,male,26.0,0,0,349248,7.8958,,S,6e06bd39
872,1,1,female,47.0,1,1,11751,52.5542,D35,S,64f081da
873,0,1,male,33.0,0,0,695,5.0,B51 B53 B55,S,cbfd84d7
874,0,3,male,47.0,0,0,345765,9.0,,S,bc35b13a
875,1,2,female,28.0,1,0,P/PP 3381,24.0,,C,d93a6ea9
876,1,3,female,15.0,0,0,2667,7.225,,C,e0fca02f
877,0,3,male,20.0,0,0,7534,9.8458,,S,b258fc4e
878,0,3,male,19.0,0,0,349212,7.8958,,S,6c6e0958
879,0,3,male,,0,0,349217,7.8958,,S,aa28b9d8
880,1,1,female,56.0,0,1,11767,83.1583,C50,C,092e505b
881,1,2,female,25.0,0,1,230433,26.0,,S,5dc3f65f
882,0,3,male,33.0,0,0,349257,7.8958,,S,940cc80c
883,0,3,female,22.0,0,0,7552,10.5167,,S,a7e9982c
884,0,2,male,28.0,0,0,C.A./SOTON 34068,10.5,,S,91c639a2
885,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,,S,9657466b
886,0,3,female,39.0,0,5,382652,29.125,,Q,9aacc96c
887,0,2,male,27.0,0,0,211536,13.0,,S,76402650
888,1,1,female,19.0,0,0,112053,30.0,B42,S,9d2c4b80
889,0,3,female,,1,2,W./C. 6607,23.45,,S,a88e28aa
890,1,1,male,26.0,0,0,111369,30.0,C148,C,c59f44f1
891,0,3,male,32.0,0,0,370376,7.75,,Q,f5df0510
